RecipeID,Recipe_Name,Ingredients,Cooking_Method,Total_Calories_per_Serving,Total_Protein_g,Total_Fat_g,Total_Carbs_g,Total_Fiber_g,Total_Vit_A_IU,Total_Vit_C_mg,Total_Vit_D_ug,Total_Vit_E_mg,Total_Iron_mg,Total_Calcium_mg,Total_Potassium_mg,Dosha_Suitability,Linked_FoodIDs
R00087,Recipe_87_Pulao,"F003560:15,F006131:25,F000264:100,F009089:100,F009317:15,F001880:25,F006503:60",Raw,810.7,37.34,41.72,114.39,29.96,2198.79,111.66,7.37,19.0,20.21,451.32,1464.91,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F003560,F006131,F000264,F009089,F009317,F001880,F006503"
R00088,Recipe_88_Salad,"F005642:5,F002992:60,F009142:60,F000650:10,F007858:15",Steamed,900.0,8.82,71.01,51.41,2.4,749.98,72.75,1.42,8.97,16.36,253.69,830.02,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F005642,F002992,F009142,F000650,F007858"
R00089,Recipe_89_Pulao,"F008561:60,F009932:15",Fried,91.3,4.47,0.74,13.28,3.1,527.58,14.0,5.5,0.97,7.3,139.14,467.06,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F008561,F009932"
R00090,Recipe_90_Stirfry,"F003165:50,F000986:60,F004351:40,F008503:30,F009898:5,F008916:60,F006706:25",Roasted,716.2,23.86,63.46,39.74,1.34,2050.61,133.34,12.08,8.6,25.18,572.91,1277.23,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F003165,F000986,F004351,F008503,F009898,F008916,F006706"
R00091,Recipe_91_Raita,"F006669:25,F008906:20,F009345:20,F000745:30,F004272:20",Slow Cooked,424.1,21.69,29.68,15.61,3.98,857.34,48.36,6.23,6.18,7.32,276.32,529.18,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F006669,F008906,F009345,F000745,F004272"
R00092,Recipe_92_Curry,"F004673:15,F004741:50,F009718:40,F000068:30,F001011:20",Pressure Cooked,665.9,1.84,65.61,23.0,1.78,995.53,57.84,8.56,12.9,9.37,243.62,748.6,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F004673,F004741,F009718,F000068,F001011"
R00093,Recipe_93_Curry,"F004928:40,F007720:50",Raw,229.0,6.73,6.47,24.3,10.6,704.49,46.19,3.47,2.03,8.02,223.94,488.92,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F004928,F007720"
R00094,Recipe_94_Stirfry,"F006472:25,F000862:75,F004256:20,F008353:10,F001684:25",Pressure Cooked,496.9,14.85,32.0,38.52,6.6,259.48,61.71,6.4,4.36,5.43,280.07,583.51,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F006472,F000862,F004256,F008353,F001684"
R00095,Recipe_95_Pulao,"F004348:15,F009788:75,F006708:50,F001251:10",Pressure Cooked,210.3,6.86,12.35,18.56,9.95,557.92,52.11,4.18,9.16,10.18,364.78,212.86,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F004348,F009788,F006708,F001251"
R00096,Recipe_96_Curry,"F009789:100,F000127:50,F006745:100",Sauteed,119.0,3.1,2.3,47.0,3.85,1497.93,93.51,9.51,16.8,12.04,593.88,687.56,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F009789,F000127,F006745"
R00097,Recipe_97_Kheer,"F004016:5,F003284:60",Boiled,335.3,13.16,37.35,10.03,4.04,443.76,47.93,0.93,5.47,6.84,65.49,115.68,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F004016,F003284"
R00098,Recipe_98_Stew,"F009481:100,F000898:25",Fermented,349.6,1.7,24.82,8.0,0.0,1110.65,74.36,7.6,9.0,8.82,99.01,199.08,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F009481,F000898"
R00099,Recipe_99_Chutney,"F005185:75,F005802:20,F007579:60,F000930:40,F007555:15,F002225:20,F009218:75",Fried,919.4,16.52,78.84,52.51,4.94,1432.86,131.95,11.38,7.96,16.8,633.04,1545.86,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F005185,F005802,F007579,F000930,F007555,F002225,F009218"
R00100,Recipe_100_Pulao,"F003823:20,F002818:20,F005915:25",Fermented,214.9,8.78,16.52,6.23,1.96,197.46,45.71,1.99,4.57,7.02,66.74,91.14,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F003823,F002818,F005915"
R00101,Recipe_101_Curry,"F003925:25,F009265:40,F008220:15,F003847:25,F002485:40,F008516:10,F003028:50,F006072:60",Steamed,1229.9,27.02,97.51,58.61,13.4,1432.5,111.29,7.25,12.78,18.34,551.42,1414.23,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F003925,F009265,F008220,F003847,F002485,F008516,F003028,F006072"
R00102,Recipe_102_Salad,"F006184:75,F008889:30,F004499:60,F000296:40,F008937:20,F007258:20",Fermented,936.8,16.24,56.34,74.69,4.08,1773.17,117.45,11.77,17.12,14.54,343.17,716.89,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F006184,F008889,F004499,F000296,F008937,F007258"
R00103,Recipe_103_Raita,"F006644:10,F003455:30,F001785:5,F000601:5,F002414:30,F009735:5,F001683:75,F008570:40",Baked,429.2,18.87,23.32,42.52,7.12,1180.67,58.9,5.1,9.83,20.05,557.53,898.56,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F006644,F003455,F001785,F000601,F002414,F009735,F001683,F008570"
R00104,Recipe_104_Stew,"F000460:75,F004673:25,F004315:75,F001039:15,F007133:40,F008800:100",Baked,1345.9,39.21,127.02,30.76,4.27,1528.14,143.71,10.91,24.5,11.13,662.6,1698.83,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F000460,F004673,F004315,F001039,F007133,F008800"
R00105,Recipe_105_Wrap,"F006877:20,F003250:15,F006655:25,F005800:75",Roasted,272.6,6.37,4.03,38.3,2.78,1170.57,56.15,3.14,3.1,10.99,384.18,578.88,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F006877,F003250,F006655,F005800"
R00106,Recipe_106_Dal,"F007265:40,F000554:40,F002362:25,F000288:10,F000750:25",Boiled,446.3,15.98,14.79,45.18,16.34,645.11,66.38,8.59,5.43,14.54,434.68,449.2,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F007265,F000554,F002362,F000288,F000750"
R00107,Recipe_107_Curry,"F008224:60,F006343:75,F005427:10",Fried,598.2,3.5,57.32,19.06,4.0,1052.44,37.42,6.79,8.27,10.62,382.09,599.62,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F008224,F006343,F005427"
R00108,Recipe_108_Salad,"F007811:15,F008301:15,F009442:40,F002207:25,F009557:20",Sauteed,485.1,12.34,29.92,42.41,4.98,663.64,58.35,5.87,4.65,7.0,251.9,459.36,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F007811,F008301,F009442,F002207,F009557"
R00109,Recipe_109_Salad,"F002813:40,F005733:60,F008068:10,F007412:30,F008871:100,F009081:5",Grilled,606.6,30.33,17.26,90.4,16.3,2044.57,60.58,14.18,9.75,23.29,566.95,1590.66,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F002813,F005733,F008068,F007412,F008871,F009081"
R00110,Recipe_110_Pulao,"F007413:60,F000959:75,F000113:5,F008058:75,F007520:100,F002967:20",Roasted,1107.1,56.8,23.53,168.46,35.84,2675.63,139.69,6.11,18.59,34.56,863.65,1372.64,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F007413,F000959,F000113,F008058,F007520,F002967"
R00111,Recipe_111_Kheer,"F002589:40,F002966:5",Raw,21.9,1.77,1.16,3.92,0.72,392.36,14.17,1.03,2.93,3.23,34.71,115.7,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F002589,F002966"
R00112,Recipe_112_Wrap,"F005043:100,F004773:100,F003744:25,F000148:20,F003123:25",Pressure Cooked,1135.4,65.72,61.64,86.24,18.8,2198.82,104.95,8.75,15.24,16.44,865.79,1062.82,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F005043,F004773,F003744,F000148,F003123"
R00113,Recipe_113_Stirfry,"F009587:15,F004015:100,F008185:40,F006118:5,F003790:5,F004543:25,F005963:5",Boiled,610.3,35.91,6.98,91.93,17.42,1026.5,42.67,9.17,8.1,12.64,213.89,1016.16,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F009587,F004015,F008185,F006118,F003790,F004543,F005963"
R00114,Recipe_114_Salad,"F003795:5,F003840:100,F002909:15,F001167:75",Roasted,629.4,34.01,36.38,40.42,23.17,1998.61,81.18,8.72,8.53,8.2,425.91,597.52,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F003795,F003840,F002909,F001167"
R00115,Recipe_115_Raita,"F009272:75,F007064:100,F002390:100,F009346:75,F000388:50,F007465:25,F004540:75",Boiled,845.6,42.35,16.73,114.5,20.5,4483.93,181.99,14.9,14.89,33.01,1059.81,1917.26,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F009272,F007064,F002390,F009346,F000388,F007465,F004540"
R00116,Recipe_116_Raita,"F005498:75,F005175:40,F003083:30",Slow Cooked,87.2,7.56,10.26,20.33,4.49,810.03,44.84,7.67,8.42,12.4,337.95,973.86,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F005498,F005175,F003083"
R00117,Recipe_117_Dal,"F005081:40,F003424:50,F001943:40,F009872:60,F006550:5",Baked,659.4,18.6,38.89,67.14,10.08,912.81,66.43,8.46,12.62,10.95,408.91,813.66,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F005081,F003424,F001943,F009872,F006550"
R00118,Recipe_118_Stew,"F004388:75,F009286:100,F001758:30",Steamed,807.1,22.74,58.96,60.3,27.17,399.95,80.66,7.6,4.9,23.88,332.6,655.39,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F004388,F009286,F001758"
R00119,Recipe_119_Chutney,"F001570:30,F008941:40",Grilled,109.5,9.82,4.42,0.63,0.0,454.31,27.4,1.58,6.6,4.67,48.41,300.56,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F001570,F008941"
R00120,Recipe_120_Curry,"F009499:20,F000791:50,F003507:25,F005946:25,F005364:25,F000138:60",Raw,380.8,17.55,5.32,68.34,7.22,1479.32,76.35,8.93,12.98,13.91,492.83,860.07,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F009499,F000791,F003507,F005946,F005364,F000138"
R00121,Recipe_121_Raita,"F004715:100,F007438:60,F001154:50,F004090:30",Sauteed,1123.6,11.05,97.88,45.92,4.53,967.23,76.28,5.88,6.64,12.99,338.61,1579.77,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004715,F007438,F001154,F004090"
R00122,Recipe_122_Dal,"F004512:10,F002448:30,F008693:60,F002409:50,F005980:10,F004620:5,F001848:25",Grilled,614.4,19.54,49.34,18.07,3.22,710.77,79.99,9.36,10.58,14.2,589.68,950.71,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F004512,F002448,F008693,F002409,F005980,F004620,F001848"
R00123,Recipe_123_Curry,"F005162:50,F008785:25,F006464:60",Boiled,545.8,23.36,40.26,8.12,0.0,1222.87,53.43,7.83,5.18,12.07,325.73,333.92,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F005162,F008785,F006464"
R00124,Recipe_124_Stew,"F009733:10,F004833:40,F006488:60,F004017:20,F005052:25,F002025:60",Steamed,359.4,21.49,16.3,32.52,9.83,1136.74,115.85,11.15,8.4,20.42,311.24,713.23,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F009733,F004833,F006488,F004017,F005052,F002025"
R00125,Recipe_125_Dal,"F004632:75,F007253:50",Steamed,449.6,9.68,3.5,92.45,2.85,1218.31,34.85,9.23,4.73,2.95,133.37,159.26,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F004632,F007253"
R00126,Recipe_126_Stew,"F003000:100,F001203:100,F002645:100",Slow Cooked,1047.3,6.7,94.7,31.2,3.9,960.02,71.71,12.16,12.13,26.14,545.56,977.14,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F003000,F001203,F002645"
R00127,Recipe_127_Kheer,"F002567:60,F008366:15,F005979:100,F004613:25,F003755:20,F004479:5",Roasted,469.7,19.04,14.24,105.14,3.43,1843.65,32.32,11.62,8.33,24.9,577.37,1196.96,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002567,F008366,F005979,F004613,F003755,F004479"
R00128,Recipe_128_Dal,"F009226:20,F008707:40,F005808:30,F005727:5",Slow Cooked,180.7,5.15,1.51,33.17,1.06,114.64,27.95,4.49,3.55,4.65,244.94,288.79,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F009226,F008707,F005808,F005727"
R00129,Recipe_129_Kheer,"F008315:25,F001764:60,F004222:30",Boiled,351.8,11.74,7.8,27.33,9.57,818.11,19.62,5.1,1.56,8.11,150.78,417.97,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F008315,F001764,F004222"
R00130,Recipe_130_Wrap,"F002648:30,F001695:75,F005656:50,F003494:30,F006399:100,F005012:100,F006256:60",Grilled,1277.9,39.31,110.12,89.2,26.75,1646.33,141.51,18.76,37.74,45.79,955.46,2147.01,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F002648,F001695,F005656,F003494,F006399,F005012,F006256"
R00131,Recipe_131_Stirfry,"F003033:75,F000540:60,F007671:50,F008855:20,F005678:10,F005301:10",Grilled,571.5,31.94,11.31,81.24,7.26,1646.55,119.1,5.4,12.34,23.61,498.3,1102.35,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F003033,F000540,F007671,F008855,F005678,F005301"
R00132,Recipe_132_Stirfry,"F008178:40,F004762:25,F002786:20,F000524:25,F009478:15,F007916:25,F000241:20,F006249:20",Fermented,384.1,16.26,29.06,24.92,3.6,1653.24,100.59,6.65,8.21,18.66,384.91,857.82,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F008178,F004762,F002786,F000524,F009478,F007916,F000241,F006249"
R00133,Recipe_133_Pulao,"F003669:5,F004469:20,F001984:10,F008489:50,F007780:20,F009504:30,F001509:60",Roasted,991.0,33.38,82.64,40.7,8.27,1104.04,85.56,7.33,7.21,9.88,259.81,1156.01,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F003669,F004469,F001984,F008489,F007780,F009504,F001509"
R00134,Recipe_134_Salad,"F008967:50,F003346:75,F008348:10",Grilled,531.1,22.58,36.85,30.96,18.66,845.49,55.99,5.46,10.62,6.74,448.12,419.33,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F008967,F003346,F008348"
R00135,Recipe_135_Kheer,"F009799:75,F006771:60,F003281:20,F006239:5,F000520:40,F002422:20,F009420:5,F000395:25",Sauteed,680.5,46.96,42.03,28.22,5.74,1501.86,79.8,10.38,8.5,16.0,542.1,1076.53,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F009799,F006771,F003281,F006239,F000520,F002422,F009420,F000395"
R00136,Recipe_136_Raita,"F000933:5,F002981:20",Pressure Cooked,52.8,0.1,5.06,4.72,0.82,125.94,6.13,1.67,1.53,0.82,79.99,147.01,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F000933,F002981"
R00137,Recipe_137_Pulao,"F008198:10,F007796:50,F004275:5,F006730:75,F008182:20,F006893:60,F007146:25,F007886:5",Sauteed,584.2,27.6,22.18,64.62,5.3,1645.58,121.83,12.13,4.62,24.44,320.05,1080.0,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F008198,F007796,F004275,F006730,F008182,F006893,F007146,F007886"
R00138,Recipe_138_Stirfry,"F002093:40,F009534:15,F005502:25,F002490:40",Boiled,229.7,16.32,5.54,37.37,5.09,458.92,64.67,3.36,3.14,9.86,215.72,723.25,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F002093,F009534,F005502,F002490"
R00139,Recipe_139_Dal,"F006852:20,F006325:20,F004185:50,F009948:60,F004954:30",Fermented,418.4,24.23,28.85,33.08,6.57,773.3,51.91,10.24,9.03,13.76,342.99,334.38,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F006852,F006325,F004185,F009948,F004954"
R00140,Recipe_140_Pulao,"F008745:10,F004776:60,F007385:50,F009594:100",Fermented,721.9,37.02,15.83,92.67,10.76,798.42,52.52,6.42,6.89,18.33,506.93,505.42,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F008745,F004776,F007385,F009594"
R00141,Recipe_141_Pulao,"F004848:100,F005338:10",Steamed,442.4,7.15,8.95,38.95,12.1,329.61,52.76,6.56,7.63,4.86,288.43,308.51,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F004848,F005338"
R00142,Recipe_142_Wrap,"F008157:75,F004591:100,F005520:15,F002781:5,F007004:25",Raw,237.7,6.18,6.84,53.1,16.7,1638.77,104.05,4.49,11.79,25.95,536.11,924.24,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F008157,F004591,F005520,F002781,F007004"
R00143,Recipe_143_Stew,"F008821:15,F004903:25,F009521:20",Baked,116.8,2.98,2.56,19.96,0.83,260.65,23.78,1.58,3.02,8.15,128.62,397.23,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F008821,F004903,F009521"
R00144,Recipe_144_Curry,"F001764:30,F008656:60,F005954:25,F005164:5,F009365:50,F009275:75",Fried,950.8,21.0,79.79,24.34,7.09,2290.85,108.71,11.66,7.03,15.05,466.67,756.35,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F001764,F008656,F005954,F005164,F009365,F009275"
R00145,Recipe_145_Curry,"F004204:60,F002276:10,F005374:25,F004781:10,F001378:100,F004748:20",Pressure Cooked,677.6,38.79,37.36,57.4,12.43,919.62,123.68,4.19,5.39,15.32,489.11,501.1,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F004204,F002276,F005374,F004781,F001378,F004748"
R00146,Recipe_146_Dal,"F005017:100,F006874:10,F006212:10,F000795:30,F000206:100,F007936:60,F003947:20",Pressure Cooked,1004.5,12.22,63.65,77.27,10.74,2205.88,41.67,11.88,12.08,31.11,655.46,1993.91,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F005017,F006874,F006212,F000795,F000206,F007936,F003947"
R00147,Recipe_147_Salad,"F006703:75,F006109:40,F006738:25,F008255:25,F005409:100",Fermented,985.6,35.53,75.2,33.15,7.69,1379.0,77.5,13.36,15.76,23.53,548.32,1160.75,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F006703,F006109,F006738,F008255,F005409"
R00148,Recipe_148_Chutney,"F005620:100,F009560:100,F005325:100,F006818:30,F009924:30,F002892:5",Fermented,2182.9,21.65,223.16,62.78,27.64,3391.68,132.49,15.3,31.24,23.97,737.32,652.05,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F005620,F009560,F005325,F006818,F009924,F002892"
R00149,Recipe_149_Chutney,"F004533:60,F004342:30,F000695:30,F003797:5,F003069:40",Baked,524.8,19.6,31.92,45.96,8.52,1088.16,55.61,6.47,10.27,9.44,371.16,862.16,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004533,F004342,F000695,F003797,F003069"
R00150,Recipe_150_Raita,"F006376:75,F002559:30,F003656:15,F005635:5,F007971:100,F000838:40,F009526:40,F005018:5",Boiled,1199.6,56.63,77.15,92.46,25.5,2394.65,149.63,16.35,17.49,26.53,286.62,1443.21,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F006376,F002559,F003656,F005635,F007971,F000838,F009526,F005018"
R00151,Recipe_151_Raita,"F009036:60,F005355:10,F003144:75,F008241:60,F004507:50,F003706:100,F003813:60,F001842:25",Roasted,1190.1,80.45,75.47,95.18,19.94,1920.08,195.49,12.77,14.99,35.27,453.88,1630.56,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F009036,F005355,F003144,F008241,F004507,F003706,F003813,F001842"
R00152,Recipe_152_Wrap,"F002876:30,F008985:5,F003195:20,F007208:60,F008567:100,F009789:100,F004942:5",Raw,356.3,27.15,22.09,43.3,7.43,1058.89,92.23,16.14,23.65,24.8,739.6,1383.39,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F002876,F008985,F003195,F007208,F008567,F009789,F004942"
R00153,Recipe_153_Dal,"F009894:75,F006905:75,F001189:25,F009843:60,F002101:10,F001098:75",Fried,1196.9,27.48,79.76,86.12,1.98,1951.46,109.21,9.92,16.14,22.1,986.67,1434.55,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F009894,F006905,F001189,F009843,F002101,F001098"
R00154,Recipe_154_Chutney,"F008334:10,F002422:60",Pressure Cooked,540.0,0.78,56.6,3.34,1.53,694.4,10.24,1.94,0.45,8.85,123.47,250.78,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F008334,F002422"
R00155,Recipe_155_Wrap,"F008772:100,F008576:30,F002476:40,F001432:20,F001026:10",Grilled,684.2,13.57,29.03,104.02,4.37,952.14,95.74,6.84,8.45,12.0,576.44,437.62,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F008772,F008576,F002476,F001432,F001026"
R00156,Recipe_156_Wrap,"F004139:100,F006588:50,F001235:15,F003574:30,F004191:30",Pressure Cooked,663.2,32.4,61.09,20.44,1.53,697.88,72.03,6.62,10.79,17.94,248.32,958.04,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F004139,F006588,F001235,F003574,F004191"
R00157,Recipe_157_Stirfry,"F008473:40,F003014:100,F008265:15,F001030:60",Fermented,423.2,15.46,33.02,46.9,9.92,1342.25,147.57,8.8,9.51,15.72,589.52,1143.33,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F008473,F003014,F008265,F001030"
R00158,Recipe_158_Stirfry,"F003996:40,F003940:30,F009302:10,F005863:40,F004043:15,F008469:100,F001407:25",Pressure Cooked,629.0,34.58,31.78,51.44,23.6,1024.5,116.55,9.68,13.69,18.91,564.89,1155.47,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F003996,F003940,F009302,F005863,F004043,F008469,F001407"
R00159,Recipe_159_Pulao,"F000195:60,F000074:40",Fried,531.5,4.38,41.92,46.8,0.9,636.11,22.37,3.47,7.48,11.14,276.03,326.64,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F000195,F000074"
R00160,Recipe_160_Curry,"F006186:40,F000338:30,F009367:15",Grilled,343.0,16.72,16.88,34.76,9.33,454.41,18.88,2.2,7.5,5.15,218.82,160.77,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F006186,F000338,F009367"
R00161,Recipe_161_Salad,"F006885:100,F001425:50,F009148:30,F000509:20,F005523:10",Slow Cooked,830.8,20.55,76.62,44.56,19.1,994.89,116.67,10.56,10.4,18.88,459.23,793.73,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F006885,F001425,F009148,F000509,F005523"
R00162,Recipe_162_Wrap,"F003729:100,F007302:50,F003029:20,F004057:100,F004087:15,F006432:20",Boiled,778.9,26.67,37.55,72.69,18.34,1790.89,169.84,12.41,9.37,15.87,533.86,973.13,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F003729,F007302,F003029,F004057,F004087,F006432"
R00163,Recipe_163_Salad,"F005274:30,F006131:75,F007173:60,F007436:15,F002468:75,F002673:100",Grilled,1746.8,32.35,139.12,86.9,13.92,1297.79,97.05,16.87,22.94,23.78,481.68,1454.27,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F005274,F006131,F007173,F007436,F002468,F002673"
R00164,Recipe_164_Stew,"F005931:60,F003781:20,F009903:60,F009591:15,F006408:60,F005418:50",Fermented,931.3,23.94,61.04,68.82,13.14,2365.39,100.04,8.16,16.42,25.76,439.0,1446.88,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F005931,F003781,F009903,F009591,F006408,F005418"
R00165,Recipe_165_Wrap,"F003979:30,F000793:10,F004630:20",Raw,151.3,7.68,5.9,17.0,6.35,268.51,17.87,1.5,1.71,5.38,93.28,84.13,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F003979,F000793,F004630"
R00166,Recipe_166_Pulao,"F008049:50,F001320:60,F006434:40,F006124:40,F000379:50,F005571:5,F008363:100,F004224:5",Fermented,1104.8,25.48,97.96,90.93,13.81,2089.61,142.3,11.83,17.54,39.92,660.78,1558.08,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F008049,F001320,F006434,F006124,F000379,F005571,F008363,F004224"
R00167,Recipe_167_Stirfry,"F002947:10,F000401:40,F007437:25,F003302:20",Raw,285.9,12.34,8.6,44.48,6.63,441.93,48.49,4.87,2.5,6.17,158.45,415.21,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F002947,F000401,F007437,F003302"
R00168,Recipe_168_Chutney,"F005841:50,F003038:75,F004320:30",Boiled,245.4,13.32,4.03,18.05,4.05,1118.25,30.89,3.58,8.79,15.75,305.49,701.89,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F005841,F003038,F004320"
R00169,Recipe_169_Curry,"F007973:60,F008444:75,F005160:10",Boiled,181.5,12.75,10.12,11.2,4.14,756.6,82.34,4.29,5.86,13.09,403.19,734.13,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F007973,F008444,F005160"
R00170,Recipe_170_Kheer,"F000024:15,F008481:20,F002602:100,F009551:100",Fried,331.8,11.02,8.02,37.48,10.42,911.13,77.47,11.23,8.45,26.96,440.25,1306.23,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F000024,F008481,F002602,F009551"
R00171,Recipe_171_Wrap,"F006376:60,F004767:15,F006989:30,F009029:15,F006782:15",Boiled,471.7,13.58,38.2,37.1,6.04,1121.68,67.02,6.82,9.34,13.65,100.29,413.16,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F006376,F004767,F006989,F009029,F006782"
R00172,Recipe_172_Stew,"F003251:15,F009394:5,F009498:15,F000821:10,F005716:5,F004062:40",Raw,265.6,12.06,2.44,39.33,6.2,775.56,27.61,2.22,5.19,6.03,138.43,497.67,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F003251,F009394,F009498,F000821,F005716,F004062"
R00173,Recipe_173_Pulao,"F002598:100,F002632:15,F002617:60,F006561:60,F009655:10",Slow Cooked,1180.0,35.99,81.04,97.8,31.92,1098.09,80.65,10.78,13.28,25.5,556.39,1180.29,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F002598,F002632,F002617,F006561,F009655"
R00174,Recipe_174_Dal,"F001965:30,F001479:60,F008486:25,F008608:75,F009864:40",Steamed,556.4,29.93,33.38,39.52,5.72,905.6,82.93,9.51,9.74,18.82,511.31,1117.91,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F001965,F001479,F008486,F008608,F009864"
R00175,Recipe_175_Curry,"F005472:50,F007449:60,F004802:25,F000722:25,F000471:15",Steamed,557.7,20.94,19.52,72.14,18.64,867.71,96.44,7.01,10.0,7.6,245.67,818.21,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F005472,F007449,F004802,F000722,F000471"
